TAI-UT1: IERS A/B via Astropy including forecast for about a year
(A3,2X,I5,6(I7,1X),1X,I2)        2                  6  5           1.E-4
     59504 371048  371062  371046  371041  371074  371069 
     59534 371083  371078  371054  371068  371075  371078 
     59564 371093  371080  371078  371104  371099  371116 
     59594 371112  371084  371090  371084  371072  371073 
     59624 371036  371025  371037  371021  371036  371023 
     59654 370995  371005  370997  370992  371000  370975 
     59684 370969  370989  370974  370976  370965  370948 
     59714 370974  370979  370982  370978  370926  370894 
     59744 370871  370816  370783  370718  370650  370621 
     59774 370564  370523  370476  370404  370363  370330 
     59804 370286  370263  370200  370147  370132  370104 
     59834 370106  370100  370060  370051  370046  370032 
     59864 370055  370047  370057  370099  370102  370138 
     59894 370162  370153  370179  370197  370196  370211 
     59924 370187  370171  370181  370172  370195  370190 
     59954 370170  370176  370168  370154  370157  370124 
     59984 370113  370125  370113  370145  370153  370149 
     60014 370184  370201  370220  370254  370244  370258 
     60044 370288  370293  370334  370341  370338  370368 
     60074 370382  370418  370463  370454  370455  370460 
     60104 370440  370449  370421  370385  370370  370335 
     60134 370310  370278  370218  370195  370174  370139 
     60164 370139  370094  370050  370028  369983  369978 
     60194 369965  369920  369906  369888  369861  369886 
     60224 369866  369855  369867  369855  369878  369887 
     60254 369869  369886  369894  369889  369906  369884 
     60284 369877  369888  369873  369899  369917  369911 
     60314 369927  369926  369922  369944  369932  369945 
     60344 369968  369965  370008  370027  370017  370031 
     60374 370030  370041  370091  370092  370116  370144 
     60404 370135  370168  370175  370168  370189  370184 
     60434 370186  370216  370200  370206  370211  370193 
     60464 370216  370203  370173  370150  370090  370050 
     60494 370019  369943  369894  369850  369796  369784 
     60524 369734  369680  369642  369580  369555  369534 
     60554 369482  369462  369436  369406  369431  369417 
     60584 369410  369412  369397  369421  369452  369442 
     60614 369461  369458  369449  369483  369478  369489 
     60644 369506  369491  369503  369519  369515  369541 
     60674 369543  369541  369575  369560  369557  369552 
     60704 369521  369538  369539  369527  369545  369535 
     60734 369536  369577  369577  369608  369638  369642 
     60764 369695  369724  369737  369770  369770  369781 
     60794 369824  369818  369831  369829  369800  369813 
     60824 369801  369778  369765  369716  369682  369669 
     60854 369613  369583  369531  369462  369437  369382 
     60884 369332  369295  369226  369186  369158  369100 
     60914 369078  369041  369007  369027  369012  369001 
     60944 368996  368964  368971  368990  368978  369008 
     60974 369022  369032  369090  369107  369130  369151 
     61004 369133  369142  369158  369148  369154  369126 
     61034 369093  369097  369081  369090  369091  369063 
     61064 369070  369069  369053  369067  369062           5
END
